R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR.,B_SIG_STR.,R_SIG_STR_pct,B_SIG_STR_pct,R_TOTAL_STR.,B_TOTAL_STR.,R_SIG_TD,B_SIG_TD,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_CTRL,B_CTRL,R_LANDED_HEAD,B_LANDED_HEAD,R_LANDED_BODY,B_LANDED_BODY,R_LANDED_LEG,B_LANDED_LEG,R_DISTANCE,B_DISTANCE,R_LANDED_CLINCH,B_LANDED_CLINCH,R_LANDED_GROUND,B_LANDED_GROUND,win_by,Referee,location,Weight_class,Winner,Winner By Corner,title_bout,B_age,R_age,B_Stance,R_Stance,B_Height_cms,R_Height_cms,B_current_win_streak,R_current_win_streak,R_TOTAL_TD,B_TOTAL_TD,R_ATT_HEAD,B_ATT_HEAD,R_ATT_BODY,B_ATT_BODY,R_ATT_LEG,B_ATT_LEG,R_ATT_CLINCH,B_ATT_CLINCH,R_ATT_GROUND,B_ATT_GROUND,Day,Month,Year
Alex Caceres,Kyung Ho Kang,0,0,30,16,53,37,112,69,0,5,0,55,0,0,297,377,18,11,9,2,3,3,30,35,1,1,19,4,Overturned,Herb Dean,"Saitama, Japan",Bantamweight Bout,Draw,Draw,False,25,24,Orthodox,Southpaw,175.26,177.8,0,0,0,9,42,35,11,4,3,4,1,1,25,7,2,March,2013
Marcelo Guimaraes,Hyun Gyu Lim,0,1,47,62,47,46,116,135,2,0,16,0,0,0,64,2,21,41,9,10,17,11,98,132,0,0,0,2,KO/TKO,Thomas Fan,"Saitama, Japan",Welterweight Bout,Hyun Gyu Lim,Blue,False,28,29,Orthodox,Orthodox,190.5,182.88,0,1,12,0,66,109,11,14,22,11,0,0,1,2,2,March,2013
Ronda Rousey,Liz Carmouche,0,0,7,4,50,66,50,24,1,0,100,0,1,1,227,52,6,4,1,0,0,0,5,5,2,1,4,0,Submission,John McCarthy,"Anaheim, California, USA",UFC Women's Bantamweight Title Bout,Ronda Rousey,Red,True,29,26,Orthodox,Orthodox,167.64,170.18,0,0,1,0,13,6,1,0,0,0,2,1,7,0,23,February,2013
Urijah Faber,Ivan Menjivar,0,0,17,3,70,42,36,23,0,1,0,100,1,0,242,4,16,3,1,0,0,0,3,3,1,2,15,0,Submission,Jason Herzog,"Anaheim, California, USA",Bantamweight Bout,Urijah Faber,Red,False,30,33,Orthodox,Orthodox,167.64,167.64,0,1,0,1,23,6,1,1,0,0,1,3,20,1,23,February,2013
Lyoto Machida,Dan Henderson,0,0,27,20,50,31,55,98,1,1,100,33,0,0,5,113,17,5,9,5,1,10,50,55,0,5,4,1,Decision - Split,Herb Dean,"Anaheim, California, USA",Light Heavyweight Bout,Lyoto Machida,Red,False,42,34,Orthodox,Southpaw,180.34,185.42,2,8,1,3,36,31,14,9,4,24,0,7,4,2,23,February,2013
Michael Chiesa,Anton Kuivanen,0,0,5,18,10,32,54,55,1,0,20,0,2,0,128,51,3,11,2,7,0,0,46,50,2,5,0,0,Submission,John McCarthy,"Anaheim, California, USA",Lightweight Bout,Michael Chiesa,Red,False,28,25,Orthodox,Southpaw,172.72,185.42,0,1,5,0,46,42,4,13,0,0,4,5,0,0,23,February,2013
Court McGee,Josh Neer,0,0,166,63,49,41,368,160,2,0,40,0,0,0,288,4,116,45,34,11,16,7,275,137,15,11,22,0,Decision - Unanimous,John McCarthy,"Anaheim, California, USA",Welterweight Bout,Court McGee,Red,False,29,28,Orthodox,Orthodox,180.34,180.34,0,3,5,0,270,131,47,14,17,7,24,15,35,0,23,February,2013
Brendan Schaub,Lavar Johnson,0,0,18,36,58,69,108,213,5,1,62,100,1,0,722,55,16,18,2,10,0,8,5,10,5,17,12,18,Decision - Unanimous,Jason Herzog,"Anaheim, California, USA",Heavyweight Bout,Brendan Schaub,Red,False,35,29,Orthodox,Orthodox,193.04,193.04,2,0,8,1,27,32,2,11,2,9,7,20,19,22,23,February,2013
Josh Koscheck,Robbie Lawler,0,0,2,9,50,60,7,22,2,0,33,0,0,0,194,14,1,7,1,2,0,0,2,4,0,2,2,7,KO/TKO,Herb Dean,"Anaheim, California, USA",Welterweight Bout,Robbie Lawler,Blue,False,30,35,Southpaw,Orthodox,180.34,177.8,3,2,6,0,3,13,1,2,0,0,0,2,2,9,23,February,2013
Dennis Bermudez,Matt Grice,1,1,120,82,57,50,277,171,0,1,0,8,2,0,324,135,89,49,16,17,15,16,103,90,37,41,41,2,Decision - Split,Herb Dean,"Anaheim, California, USA",Featherweight Bout,Dennis Bermudez,Red,False,31,26,Orthodox,Orthodox,172.72,167.64,0,0,9,12,167,120,25,24,17,18,56,67,50,5,23,February,2013
Sam Stout,Caros Fodor,0,0,46,47,38,51,164,127,1,3,33,23,0,0,399,127,21,24,20,12,5,11,93,68,18,15,4,0,Decision - Split,Jason Herzog,"Anaheim, California, USA",Lightweight Bout,Sam Stout,Red,False,29,28,Orthodox,Orthodox,175.26,175.26,0,1,3,13,81,60,33,20,6,12,21,24,6,0,23,February,2013
Kenny Robertson,Brock Jardine,0,0,9,1,69,33,32,3,1,0,100,0,2,1,155,0,8,0,0,0,1,1,3,3,0,0,8,0,Submission,John McCarthy,"Anaheim, California, USA",Welterweight Bout,Kenny Robertson,Red,False,27,29,Orthodox,Orthodox,180.34,177.8,0,0,1,0,12,2,0,0,1,1,0,0,10,0,23,February,2013
Nah-Shon Burrell,Yuri Villefort,0,0,121,48,56,42,222,114,0,3,0,50,1,1,139,171,95,24,16,8,10,16,171,100,13,2,28,3,Decision - Unanimous,Jason Herzog,"Anaheim, California, USA",Welterweight Bout,Nah-Shon Burrell,Red,False,21,23,Orthodox,Orthodox,182.88,180.34,0,0,0,6,186,82,20,12,10,18,13,9,32,3,23,February,2013
Jon Manley,Neil Magny,0,0,17,65,20,54,112,158,1,4,7,80,0,0,327,308,12,42,2,15,3,8,77,69,5,22,0,10,Decision - Unanimous,Herb Dean,"Anaheim, California, USA",Welterweight Bout,Neil Magny,Blue,False,25,26,Orthodox,Orthodox,190.5,185.42,0,0,13,5,73,93,7,19,5,8,8,33,0,18,23,February,2013
Cub Swanson,Dustin Poirier,0,0,58,58,46,41,150,158,2,2,100,22,0,0,181,242,40,33,11,3,7,22,107,125,5,5,8,1,Decision - Unanimous,Kevin Mulhall,"London, England, United Kingdom",Featherweight Bout,Cub Swanson,Red,False,24,29,Southpaw,Orthodox,175.26,172.72,4,0,2,9,100,107,17,8,9,25,7,9,12,6,16,February,2013
Renan Barao,Michael McDonald,0,0,36,26,32,28,121,95,4,0,40,0,1,0,238,0,28,26,2,0,6,0,88,77,6,7,5,1,Submission,Marc Goddard,"London, England, United Kingdom",UFC Interim Bantamweight Title Bout,Renan Barao,Red,True,22,26,Orthodox,Orthodox,175.26,167.64,4,4,10,1,97,92,9,0,6,0,16,14,8,1,16,February,2013
Paul Sass,Danny Castillo,0,0,4,38,17,56,47,104,0,4,0,66,5,0,0,735,2,35,1,1,1,2,23,7,0,0,0,37,Decision - Unanimous,Neil Hall,"London, England, United Kingdom",Lightweight Bout,Danny Castillo,Blue,False,33,24,Orthodox,Orthodox,175.26,182.88,1,3,0,6,20,64,1,1,2,2,0,0,0,60,16,February,2013
Terry Etim,Renee Forte,0,1,13,47,20,39,63,154,0,2,0,66,0,0,2,645,5,38,4,5,4,4,57,58,3,12,0,19,Decision - Unanimous,Marc Goddard,"London, England, United Kingdom",Lightweight Bout,Renee Forte,Blue,False,25,27,Orthodox,Orthodox,170.18,185.42,0,1,0,3,49,102,7,11,6,6,5,17,0,44,16,February,2013
Jimi Manuwa,Cyrille Diabate,0,0,18,9,50,64,36,16,3,0,100,0,0,0,142,19,10,1,1,7,7,1,23,5,8,7,1,0,TKO - Doctor's Stoppage,Leon Roberts,"London, England, United Kingdom",Light Heavyweight Bout,Jimi Manuwa,Red,False,39,32,Southpaw,Orthodox,198.12,185.42,1,1,3,0,26,4,3,9,7,1,10,9,3,0,16,February,2013
James Te Huna,Ryan Jimmo,0,1,49,34,62,65,166,77,2,0,40,0,0,0,398,381,34,28,7,1,8,5,11,11,14,5,34,23,Decision - Unanimous,Leon Roberts,"London, England, United Kingdom",Light Heavyweight Bout,James Te Huna,Red,False,31,31,Orthodox,Orthodox,185.42,187.96,1,1,5,2,58,45,11,1,10,6,19,5,49,36,16,February,2013
Gunnar Nelson,Jorge Santiago,0,0,42,43,52,34,86,134,2,0,50,0,0,0,338,12,32,19,4,22,6,2,48,92,6,22,15,1,Decision - Unanimous,Marc Goddard,"London, England, United Kingdom",Welterweight Bout,Gunnar Nelson,Red,False,32,24,Orthodox,Switch,185.42,180.34,1,1,4,0,67,93,7,28,6,2,9,30,23,1,16,February,2013
Che Mills,Matthew Riddle,0,0,28,23,56,57,72,157,0,5,0,35,0,0,32,675,12,14,4,3,12,6,27,16,10,5,7,11,Overturned,Kevin Mulhall,"London, England, United Kingdom",Welterweight Bout,Draw,Draw,False,27,30,Southpaw,Orthodox,185.42,185.42,3,1,1,14,31,24,7,6,12,10,14,12,9,12,16,February,2013
Andy Ogle,Josh Grispi,0,0,19,7,45,26,153,38,2,1,100,50,0,2,791,19,10,0,8,2,1,5,29,25,0,1,11,0,Decision - Unanimous,Marc Goddard,"London, England, United Kingdom",Featherweight Bout,Andy Ogle,Red,False,24,24,Orthodox,Orthodox,180.34,172.72,0,0,2,2,32,15,9,4,1,7,0,1,13,0,16,February,2013
Vaughan Lee,Motonobu Tezuka,0,0,20,4,41,11,192,56,0,1,0,6,0,1,71,471,7,1,9,0,4,3,28,34,12,0,2,0,Decision - Unanimous,Leon Roberts,"London, England, United Kingdom",Bantamweight Bout,Vaughan Lee,Red,False,25,30,Southpaw,Orthodox,170.18,167.64,0,0,0,15,28,28,14,0,6,7,18,1,2,0,16,February,2013
Tom Watson,Stanislav Nedkov,1,0,56,39,54,50,118,102,0,5,0,83,0,0,264,160,31,26,23,13,2,0,16,18,50,19,3,15,KO/TKO,Kevin Mulhall,"London, England, United Kingdom",Middleweight Bout,Tom Watson,Red,False,31,30,Orthodox,Orthodox,180.34,185.42,1,0,0,6,66,62,34,16,2,0,81,29,5,31,16,February,2013
Phil Harris,Ulysses Gomez,0,0,33,35,22,22,150,159,1,0,100,0,0,0,9,8,12,8,3,0,18,27,143,159,4,0,0,0,Decision - Unanimous,Neil Hall,"London, England, United Kingdom",Flyweight Bout,Phil Harris,Red,False,29,29,Orthodox,Orthodox,167.64,162.56,0,0,1,3,121,111,8,4,21,44,5,0,2,0,16,February,2013
Tyron Woodley,Jay Hieron,1,0,15,0,68,0,22,2,0,0,0,0,0,0,9,0,13,0,2,0,0,0,5,2,0,0,13,0,KO/TKO,Herb Dean,"Las Vegas, Nevada, USA",Welterweight Bout,Tyron Woodley,Red,False,36,30,Orthodox,Orthodox,182.88,175.26,0,0,0,0,19,2,3,0,0,0,0,0,17,0,2,February,2013
Jose Aldo,Frankie Edgar,0,0,76,60,30,22,253,275,0,2,0,18,0,0,5,57,65,24,2,14,9,22,250,264,0,5,0,0,Decision - Unanimous,Steve Mazzagatti,"Las Vegas, Nevada, USA",UFC Featherweight Title Bout,Jose Aldo,Red,True,31,26,Orthodox,Orthodox,167.64,170.18,3,3,0,11,235,214,8,29,10,29,3,8,0,0,2,February,2013
Rashad Evans,Rogerio Nogueira,0,0,22,40,27,26,81,152,1,0,20,0,0,0,15,0,16,28,4,10,2,2,73,147,5,3,0,0,Decision - Unanimous,Yves Lavigne,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Rogerio Nogueira,Blue,False,36,33,Southpaw,Orthodox,187.96,182.88,2,5,5,0,67,131,10,18,4,3,8,5,0,0,2,February,2013
Jon Fitch,Demian Maia,0,0,6,12,37,70,55,74,0,7,0,41,1,3,33,771,3,7,1,1,2,4,14,5,0,3,1,8,Decision - Unanimous,Kim Winslow,"Las Vegas, Nevada, USA",Welterweight Bout,Demian Maia,Blue,False,35,34,Southpaw,Orthodox,185.42,182.88,5,8,0,17,12,11,2,2,2,4,1,4,1,8,2,February,2013
Joseph Benavidez,Ian McCall,0,0,57,40,30,35,189,127,0,1,0,25,0,0,26,89,33,18,12,13,12,9,177,94,5,8,0,2,Decision - Unanimous,Steve Mazzagatti,"Las Vegas, Nevada, USA",Flyweight Bout,Joseph Benavidez,Red,False,28,28,Orthodox,Southpaw,165.1,162.56,0,3,1,4,135,70,23,24,26,19,7,16,0,3,2,February,2013
Jacob Volkmann,Bobby Green,0,0,6,54,11,60,60,106,4,1,33,100,0,1,337,273,4,34,1,14,1,6,44,44,0,9,3,28,Submission,Kim Winslow,"Las Vegas, Nevada, USA",Lightweight Bout,Bobby Green,Blue,False,26,32,Orthodox,Southpaw,177.8,175.26,0,0,12,1,37,64,6,19,8,7,0,9,7,37,2,February,2013
Alistair Overeem,Antonio Silva,0,1,51,21,71,43,95,74,1,0,100,0,0,0,384,0,22,18,27,2,2,1,27,30,18,9,19,1,KO/TKO,Herb Dean,"Las Vegas, Nevada, USA",Heavyweight Bout,Antonio Silva,Blue,False,33,32,Orthodox,Orthodox,193.04,193.04,0,1,1,1,38,40,31,3,2,5,22,16,22,2,2,February,2013
Gleison Tibau,Evan Dunham,0,0,37,91,21,38,169,245,2,0,22,0,1,0,110,92,28,76,6,10,3,5,154,209,6,18,0,0,Decision - Split,Yves Lavigne,"Las Vegas, Nevada, USA",Lightweight Bout,Evan Dunham,Blue,False,31,29,Southpaw,Southpaw,177.8,177.8,4,0,9,9,156,210,10,21,3,6,15,28,0,0,2,February,2013
Chico Camus,Dustin Kimura,0,0,23,16,56,28,55,67,1,0,33,0,0,5,378,56,12,13,4,3,7,0,31,44,3,2,5,5,Submission,Herb Dean,"Las Vegas, Nevada, USA",Bantamweight Bout,Dustin Kimura,Blue,False,23,28,Orthodox,Orthodox,170.18,167.64,0,1,3,0,28,50,5,4,8,2,3,3,7,9,2,February,2013
Edwin Figueroa,Francisco Rivera,1,1,24,51,24,40,109,131,1,2,100,100,0,0,128,67,18,25,4,8,2,18,89,115,1,2,4,5,KO/TKO,Kim Winslow,"Las Vegas, Nevada, USA",Bantamweight Bout,Francisco Rivera,Blue,False,31,28,Orthodox,Orthodox,172.72,170.18,0,0,1,2,85,89,8,12,4,26,2,3,6,9,2,February,2013
Yves Edwards,Isaac Vallie-Flagg,0,0,58,76,50,34,125,284,1,0,33,0,0,0,171,134,32,47,14,18,12,11,98,179,12,24,0,0,Decision - Split,Yves Lavigne,"Las Vegas, Nevada, USA",Lightweight Bout,Isaac Vallie-Flagg,Blue,False,34,36,Orthodox,Southpaw,172.72,175.26,0,0,3,0,82,180,20,27,13,15,17,43,0,0,2,February,2013
Anthony Pettis,Donald Cerrone,1,0,18,4,64,33,28,12,0,0,0,0,0,0,2,0,13,2,4,1,1,1,26,12,0,0,2,0,KO/TKO,Robert Madrigal,"Chicago, Illinois, USA",Lightweight Bout,Anthony Pettis,Red,False,29,25,Orthodox,Orthodox,185.42,177.8,4,0,0,0,21,8,6,2,1,2,0,0,2,0,26,January,2013
Mike Stumpf,Pascal Krauss,0,0,63,163,44,52,169,344,2,1,25,50,0,1,150,225,26,115,16,19,21,29,122,242,12,44,0,3,Decision - Unanimous,Herb Dean,"Chicago, Illinois, USA",Welterweight Bout,Pascal Krauss,Blue,False,25,26,Unknown,Unknown,185.42,177.8,1,0,8,2,95,254,26,26,21,29,19,64,1,3,26,January,2013
Clay Guida,Hatsu Hioki,0,0,26,41,23,41,136,138,3,0,50,0,0,1,513,10,14,29,2,9,10,3,100,91,1,2,3,3,Decision - Split,Robert Madrigal,"Chicago, Illinois, USA",Featherweight Bout,Clay Guida,Red,False,29,31,Orthodox,Orthodox,180.34,170.18,2,1,6,0,85,74,9,20,18,5,2,5,10,3,26,January,2013
Ryan Bader,Vladimir Matyushenko,1,0,3,0,50,0,6,5,0,0,0,0,1,0,6,14,2,0,0,0,1,0,4,4,0,0,0,0,Submission,John McCarthy,"Chicago, Illinois, USA",Light Heavyweight Bout,Ryan Bader,Red,False,42,29,Orthodox,Orthodox,182.88,187.96,1,5,0,0,5,4,0,0,1,0,0,0,2,0,26,January,2013
TJ Grant,Matt Wiman,1,0,54,18,58,31,96,58,0,0,0,0,0,0,70,0,37,9,15,2,2,7,54,51,20,2,9,0,KO/TKO,John McCarthy,"Chicago, Illinois, USA",Lightweight Bout,TJ Grant,Red,False,29,28,Orthodox,Orthodox,177.8,177.8,0,1,0,1,73,44,18,5,2,8,24,6,15,0,26,January,2013
Quinton Jackson,Glover Teixeira,0,1,53,80,31,44,170,207,0,5,0,100,0,0,5,218,45,70,5,9,3,1,158,131,4,9,0,23,Decision - Unanimous,Herb Dean,"Chicago, Illinois, USA",Light Heavyweight Bout,Glover Teixeira,Blue,False,33,34,Orthodox,Orthodox,187.96,185.42,2,3,4,5,161,164,5,14,3,1,11,13,0,35,26,January,2013
Erik Koch,Ricardo Lamas,0,0,14,32,31,57,55,65,0,2,0,25,0,0,20,195,9,18,2,7,3,7,42,29,2,7,0,15,KO/TKO,John McCarthy,"Chicago, Illinois, USA",Featherweight Bout,Ricardo Lamas,Blue,False,30,24,Orthodox,Southpaw,172.72,177.8,3,2,0,8,37,36,3,9,4,11,2,7,0,20,26,January,2013
Demetrious Johnson,John Dodson,0,1,127,57,51,36,303,170,5,1,33,25,0,0,345,154,70,25,29,23,28,9,158,133,73,16,3,1,Decision - Unanimous,John McCarthy,"Chicago, Illinois, USA",UFC Flyweight Title Bout,Demetrious Johnson,Red,True,28,26,Orthodox,Orthodox,160.02,160.02,3,2,15,4,154,109,44,35,49,12,84,22,5,1,26,January,2013
Mike Russow,Shawn Jordan,0,0,25,42,55,58,51,88,1,2,16,100,0,0,218,124,25,39,0,3,0,0,27,36,10,9,0,22,KO/TKO,Herb Dean,"Chicago, Illinois, USA",Heavyweight Bout,Shawn Jordan,Blue,False,28,36,Southpaw,Orthodox,182.88,185.42,1,4,6,2,45,68,0,4,0,0,18,13,0,23,26,January,2013
Rafael Natal,Sean Spencer,0,0,64,12,57,14,170,86,4,0,66,0,4,0,342,11,47,11,6,1,11,0,60,82,1,1,38,0,Submission,Robert Madrigal,"Chicago, Illinois, USA",Middleweight Bout,Rafael Natal,Red,False,25,30,Orthodox,Orthodox,177.8,182.88,0,0,6,0,92,78,8,5,11,1,2,2,49,0,26,January,2013
Simeon Thoresen,David Mitchell,0,0,49,60,42,37,119,234,1,1,100,50,0,2,217,242,36,52,6,7,7,1,93,120,10,6,0,13,Decision - Unanimous,Herb Dean,"Chicago, Illinois, USA",Welterweight Bout,David Mitchell,Blue,False,33,28,Orthodox,Orthodox,182.88,185.42,0,1,1,2,98,145,9,10,8,4,20,14,2,25,26,January,2013
Edson Barboza,Lucas Martins,1,0,26,12,57,38,49,31,0,0,0,0,0,0,10,0,15,9,3,2,8,1,36,31,0,0,6,0,KO/TKO,Mario Yamasaki,"Sao Paulo, Brazil",Lightweight Bout,Edson Barboza,Red,False,24,26,Southpaw,Orthodox,182.88,180.34,0,4,0,0,30,27,5,2,10,2,0,0,9,0,19,January,2013
Gabriel Gonzaga,Ben Rothwell,0,0,17,12,60,44,31,32,3,0,37,0,1,0,138,37,11,10,5,2,1,0,16,22,8,3,0,0,Submission,Marc Goddard,"Sao Paulo, Brazil",Heavyweight Bout,Gabriel Gonzaga,Red,False,31,33,Orthodox,Orthodox,193.04,187.96,0,4,8,0,20,25,7,2,1,0,12,5,0,0,19,January,2013
Godofredo Pepey,Milton Vieira,0,0,36,17,47,50,153,84,0,5,0,83,0,0,252,361,18,8,5,6,13,3,64,28,4,3,6,2,Decision - Split,Mario Yamasaki,"Sao Paulo, Brazil",Featherweight Bout,Godofredo Pepey,Red,False,34,25,Orthodox,Orthodox,182.88,170.18,0,0,1,6,56,25,5,6,15,3,6,3,6,3,19,January,2013
Vitor Belfort,Michael Bisping,1,0,18,14,33,21,54,66,0,0,0,0,0,0,6,0,12,8,6,0,0,6,44,65,1,0,5,0,KO/TKO,Dan Miragliotta,"Sao Paulo, Brazil",Middleweight Bout,Vitor Belfort,Red,False,33,35,Orthodox,Southpaw,185.42,182.88,4,3,0,1,46,57,7,2,0,7,2,1,7,0,19,January,2013
Ronny Markes,Andrew Craig,0,0,5,20,55,68,32,106,2,0,16,0,2,0,529,179,3,12,1,7,1,1,7,13,1,6,1,9,Decision - Unanimous,Marc Goddard,"Sao Paulo, Brazil",Middleweight Bout,Ronny Markes,Red,False,27,24,Orthodox,Orthodox,185.42,185.42,2,2,12,1,7,21,1,7,1,1,1,6,1,10,19,January,2013
Daniel Sarafian,CB Dollaway,1,0,38,62,38,40,102,164,0,2,0,33,0,0,117,146,26,47,12,9,0,6,95,121,2,2,1,17,Decision - Split,Mario Yamasaki,"Sao Paulo, Brazil",Middleweight Bout,CB Dollaway,Blue,False,29,30,Orthodox,Orthodox,187.96,175.26,0,0,6,6,75,134,23,12,0,6,2,5,1,26,19,January,2013
Diego Nunes,Nik Lentz,0,0,18,56,56,75,33,234,0,10,0,47,0,0,0,733,12,34,4,7,2,15,25,21,3,16,2,31,Decision - Unanimous,Dan Miragliotta,"Sao Paulo, Brazil",Featherweight Bout,Nik Lentz,Blue,False,28,30,Orthodox,Orthodox,172.72,167.64,1,1,0,21,24,51,6,7,2,16,5,17,2,36,19,January,2013
Thiago Tavares,Khabib Nurmagomedov,0,1,2,22,20,70,10,31,0,0,0,0,0,0,0,13,0,22,1,0,1,0,10,12,0,0,0,17,KO/TKO,Dan Miragliotta,"Sao Paulo, Brazil",Lightweight Bout,Khabib Nurmagomedov,Blue,False,24,28,Orthodox,Orthodox,177.8,170.18,2,2,0,0,7,29,2,2,1,0,0,0,0,19,19,January,2013
Francisco Trinaldo,CJ Keith,0,0,12,3,63,33,34,11,2,0,40,0,1,0,239,67,5,2,5,0,2,1,4,7,4,0,7,2,Submission,Marc Goddard,"Sao Paulo, Brazil",Lightweight Bout,Francisco Trinaldo,Red,False,26,34,Orthodox,Southpaw,182.88,175.26,0,1,5,1,10,6,5,1,4,2,6,0,9,2,19,January,2013
Wagner Prado,Ildemar Alcantara,0,0,28,24,52,43,70,70,0,2,0,66,0,3,73,86,14,10,14,12,0,2,48,52,3,2,0,0,Submission,Mario Yamasaki,"Sao Paulo, Brazil",Light Heavyweight Bout,Ildemar Alcantara,Blue,False,30,26,Orthodox,Southpaw,187.96,182.88,0,0,1,3,30,36,22,17,1,2,3,3,2,0,19,January,2013
Iuri Alcantara,Pedro Nobre,0,0,20,3,64,30,38,10,1,0,100,0,1,0,67,3,17,1,3,1,0,1,16,10,0,0,14,0,Could Not Continue,Dan Miragliotta,"Sao Paulo, Brazil",Bantamweight Bout,Draw,Draw,False,26,32,Unknown,Unknown,165.1,175.26,0,2,1,1,25,7,5,1,1,2,0,0,15,0,19,January,2013
Melvin Guillard,Jamie Varner,0,0,57,32,50,32,117,148,0,7,0,70,1,1,59,235,31,23,10,7,16,2,101,86,3,5,5,0,Decision - Split,Chris Tognoni,"Las Vegas, Nevada, USA",Lightweight Bout,Jamie Varner,Blue,False,28,29,Orthodox,Orthodox,172.72,175.26,0,1,1,10,85,83,11,12,16,2,3,11,8,0,29,December,2012
Brad Pickett,Eddie Wineland,0,1,67,90,31,30,212,294,0,0,0,0,0,0,2,0,33,83,16,7,18,0,212,294,0,0,0,0,Decision - Split,Yves Lavigne,"Las Vegas, Nevada, USA",Bantamweight Bout,Eddie Wineland,Blue,False,28,34,Orthodox,Orthodox,170.18,167.64,0,0,0,2,154,276,33,18,25,0,0,0,0,0,29,December,2012
Jim Miller,Joe Lauzon,0,0,91,35,44,28,210,128,1,0,100,0,2,3,191,127,61,25,19,6,11,4,158,109,27,7,7,2,Decision - Unanimous,Yves Lavigne,"Las Vegas, Nevada, USA",Lightweight Bout,Jim Miller,Red,False,28,29,Orthodox,Southpaw,177.8,172.72,3,2,1,1,164,109,25,8,15,6,36,11,10,3,29,December,2012
Erik Perez,Byron Bloodworth,1,0,40,8,68,72,72,12,0,0,0,0,0,0,199,9,23,3,13,4,4,1,6,5,16,5,21,0,KO/TKO,Kim Winslow,"Las Vegas, Nevada, USA",Bantamweight Bout,Erik Perez,Red,False,29,23,Orthodox,Orthodox,172.72,172.72,0,2,0,0,41,5,13,5,4,1,16,6,36,0,29,December,2012
Tim Boetsch,Constantinos Philippou,1,0,25,28,47,37,74,108,2,0,25,0,0,0,189,169,8,27,13,1,4,0,37,34,11,6,1,17,KO/TKO,Kim Winslow,"Las Vegas, Nevada, USA",Middleweight Bout,Constantinos Philippou,Blue,False,33,31,Orthodox,Orthodox,180.34,182.88,0,1,8,0,28,70,21,3,4,1,14,9,2,31,29,December,2012
Junior Dos Santos,Cain Velasquez,0,1,57,111,41,49,146,339,0,11,0,33,0,0,63,835,32,82,25,25,0,4,117,122,14,39,0,37,Decision - Unanimous,Herb Dean,"Las Vegas, Nevada, USA",UFC Heavyweight Title Bout,Cain Velasquez,Blue,True,30,28,Orthodox,Orthodox,185.42,193.04,7,9,1,33,102,193,35,27,0,4,20,53,0,49,29,December,2012
Chris Leben,Derek Brunson,0,0,40,41,42,31,164,174,0,4,0,30,0,1,0,441,20,30,2,4,18,7,89,105,4,2,0,10,Decision - Unanimous,Herb Dean,"Las Vegas, Nevada, USA",Middleweight Bout,Derek Brunson,Blue,False,28,32,Southpaw,Southpaw,185.42,180.34,0,5,0,13,69,109,2,7,23,14,5,4,0,21,29,December,2012
Yushin Okami,Alan Belcher,0,0,20,6,45,21,115,39,1,0,20,0,0,2,481,203,14,4,5,0,1,2,26,28,2,0,13,0,Decision - Unanimous,Chris Tognoni,"Las Vegas, Nevada, USA",Middleweight Bout,Yushin Okami,Red,False,28,31,Orthodox,Southpaw,187.96,187.96,0,4,5,0,38,26,5,0,1,2,3,0,15,0,29,December,2012
Michael Johnson,Myles Jury,0,0,6,56,14,46,45,209,0,3,0,50,0,1,0,630,2,48,1,0,3,8,40,44,1,2,0,44,Decision - Unanimous,Herb Dean,"Las Vegas, Nevada, USA",Lightweight Bout,Myles Jury,Blue,False,24,26,Orthodox,Southpaw,177.8,177.8,1,0,0,6,28,112,6,1,7,8,1,2,0,75,29,December,2012
Leonard Garcia,Max Holloway,0,1,89,120,24,44,367,273,2,0,50,0,0,0,98,8,64,68,10,38,15,14,346,261,7,6,0,0,Decision - Split,Kim Winslow,"Las Vegas, Nevada, USA",Featherweight Bout,Max Holloway,Blue,False,21,33,Orthodox,Orthodox,180.34,177.8,0,0,4,0,320,193,24,61,15,15,12,7,1,1,29,December,2012
Philip De Fries,Todd Duffee,0,1,7,20,53,64,18,33,1,0,100,0,0,0,54,33,7,14,0,5,0,1,5,21,7,7,0,0,KO/TKO,Yves Lavigne,"Las Vegas, Nevada, USA",Heavyweight Bout,Todd Duffee,Blue,False,27,26,Orthodox,Orthodox,190.5,195.58,1,1,1,0,12,24,1,6,0,1,8,10,0,0,29,December,2012
Chris Cariaso,John Moraga,0,0,39,26,31,35,124,79,1,2,50,100,0,1,36,88,19,15,10,8,10,3,108,65,5,5,0,0,Submission,Chris Tognoni,"Las Vegas, Nevada, USA",Flyweight Bout,John Moraga,Blue,False,28,31,Orthodox,Southpaw,167.64,160.02,1,1,2,2,93,52,19,18,10,4,12,9,2,0,29,December,2012
Roy Nelson,Matt Mitrione,1,0,23,13,43,46,53,28,0,0,0,0,0,0,48,20,22,9,0,3,1,1,47,25,0,3,4,0,KO/TKO,Herb Dean,"Las Vegas, Nevada, USA",Heavyweight Bout,Roy Nelson,Red,False,34,36,Switch,Orthodox,190.5,182.88,5,2,1,0,51,22,1,5,1,1,1,3,5,0,15,December,2012
